,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
71191,2021-09-11 14:15:01,"a veces no me.permite entrar de inmediato, pero puedo hacer muchos movimientos como domiciliar mis pagos, pagar tarjetas o hacer transferencias. Me ahorra mucho tiempo de ir al.banco.",5.61,0,"a veces no me.permite entrar de inmediato, pero puedo hacer muchos movimientos como domiciliar mis pagos, pagar tarjetas o hacer transferencias. Me ahorra mucho tiempo de ir al.banco.",transferencias
71197,2021-09-11 15:00:37,"De las peores aplicaciones que tienen los bancos, todo esta limitado muy bajo en montos, todo está tardado, horribles horarios de transferencia, pésimo todo.",5.61,0,"De las peores aplicaciones que tienen los bancos, todo esta limitado muy bajo en montos, todo está tardado, horribles horarios de transferencia, pésimo todo.",transferencias
71198,2021-09-11 15:01:17,"Tarda mucho en dar de alta cuentas nuevas para transferencia de fondos, fuera de eso todo bien..",5.61,0,"Tarda mucho en dar de alta cuentas nuevas para transferencia de fondos, fuera de eso todo bien..",transferencias
71250,2021-09-11 19:18:13,"No me agrada mucho, solo la utilizo para saber mis movimientos ya que para hacer transferencias piden el token y a fuerza tengo que ir a la sucursal que me corresponde.....",5.61,0,"No me agrada mucho, solo la utilizo para saber mis movimientos ya que para hacer transferencias piden el token y a fuerza tengo que ir a la sucursal que me corresponde.....",transferencias
71261,2021-09-11 16:10:12,"En términos generales funciona bien, sólo en ocasiones no se puede realizar la transferencia",5.61,0,"En términos generales funciona bien, sólo en ocasiones no se puede realizar la transferencia",transferencias
71302,2021-09-11 07:31:29,Bien con las contraseñas seguro y fácil de usar... Malo en dar de alta las cuentas para transferencias y no se puede sacar capturas de pantalla esas capturas se necesitan mucho,5.61,0,Bien con las contraseñas seguro y fácil de usar... Malo en dar de alta las cuentas para transferencias y no se puede sacar capturas de pantalla esas capturas se necesitan mucho,transferencias
71307,2021-09-11 00:57:57,No me deja Aser transferencia fue a sucursal y tampoco me pudieron apoyar,5.61,0,No me deja Aser transferencia fue a sucursal y tampoco me pudieron apoyar,transferencias
71317,2021-09-10 23:34:56,Estaba perfecta ahora es una basura para hacer las transferencias rápidas,5.61,0,Estaba perfecta ahora es una basura para hacer las transferencias rápidas,transferencias
71331,2021-09-11 08:22:22,"Es un show para transferir, y para ir al banco se tardan mucho. Solo hay un cajero para todo.",5.61,0,"Es un show para transferir, y para ir al banco se tardan mucho. Solo hay un cajero para todo.",transferencias
71342,2021-09-11 11:30:12,En la app no deja transferir a HSBC ...,5.61,0,En la app no deja transferir a HSBC ...,transferencias
71375,2021-09-11 10:41:35,"Muy complicado realizar transferencias entre otras tarjetas, la de BBVA mejor",5.61,0,"Muy complicado realizar transferencias entre otras tarjetas, la de BBVA mejor",transferencias
71386,2021-09-14 21:42:41,Me gustaría poder hacer transferencias sin necesidad de ir ala sucursal,5.61,0,Me gustaría poder hacer transferencias sin necesidad de ir ala sucursal,transferencias
71409,2021-09-14 20:54:56,"Muy poca calidad del servicio por la app, tienes que esperar para poder volver a entrar si se cerró la app, las transferencias tardarán en darse de alta una tarjeta nueva!",5.61,0,"Muy poca calidad del servicio por la app, tienes que esperar para poder volver a entrar si se cerró la app, las transferencias tardarán en darse de alta una tarjeta nueva!",transferencias
71436,2021-09-14 23:44:54,"Debería activarse la tarjetas al momento, ya que tarda una hora y media en poder activarse y a veces las transferencias urgen.",5.61,0,"Debería activarse la tarjetas al momento, ya que tarda una hora y media en poder activarse y a veces las transferencias urgen.",transferencias
71449,2021-09-15 01:32:52,No me deja hacer transferencias desde hace días,5.61,0,No me deja hacer transferencias desde hace días,transferencias
71471,2021-09-14 23:13:49,"No me permite realizar transferencias a otras cuentas, se necesita ir activar a un banco personalmente, pero no dan solución!",5.61,0,"No me permite realizar transferencias a otras cuentas, se necesita ir activar a un banco personalmente, pero no dan solución!",transferencias
71570,2021-09-14 19:33:16,"No se porque se borra mi opinión pero, básicamente no sirve , se cierra , es UN dolor de cabeza para hacer transferencias luego tienes que esperar 5 min para poder ingresar , y peor , ahora no me deja ingresar :/",5.61,0,"No se porque se borra mi opinión pero, básicamente no sirve , se cierra , es UN dolor de cabeza para hacer transferencias luego tienes que esperar 5 min para poder ingresar , y peor , ahora no me deja ingresar :/",transferencias
71571,2021-09-14 19:34:40,"Es buena la app ,solo mejoraría la sesión de transferencias rápidas",5.61,0,"Es buena la app ,solo mejoraría la sesión de transferencias rápidas",transferencias
71583,2021-09-15 12:35:00,La verdad no me deja hacer transferencia y eso me complica mucho,5.61,0,La verdad no me deja hacer transferencia y eso me complica mucho,transferencias
71585,2021-09-15 12:40:09,Solo sirve para consultar el saldo a diferencia de otras apps de otros bancos ya qué no puedes realizar transferencias ni nada porque para todo te piden que vayas a la sucursal por un nip...,5.61,0,Solo sirve para consultar el saldo a diferencia de otras apps de otros bancos ya qué no puedes realizar transferencias ni nada porque para todo te piden que vayas a la sucursal por un nip...,transferencias
71603,2021-09-15 11:37:27,Nomás le doy dos estrellas porque mea salido muy la está aplicación todo el tiempo se traba se sale sola abeses estoy realizando transferencia y solita se sale y otraves a empezar con con el mismo proceso espero que arreglen ese problema,5.61,0,Nomás le doy dos estrellas porque mea salido muy la está aplicación todo el tiempo se traba se sale sola abeses estoy realizando transferencia y solita se sale y otraves a empezar con con el mismo proceso espero que arreglen ese problema,transferencias
71614,2021-09-15 12:09:29,"Muchos problemas para realizar transferencias a otros bancos, cada que quiero dar de alta una cuenta me pide me comunique",5.61,0,"Muchos problemas para realizar transferencias a otros bancos, cada que quiero dar de alta una cuenta me pide me comunique",transferencias
71641,2021-09-15 14:30:41,Buena a secas nose puede hacer transferencias es un choque,5.61,0,Buena a secas nose puede hacer transferencias es un choque,transferencias
71655,2021-09-15 13:12:43,"Solo quería transferir para no tener que ir a bancos o tiendas de auto servicio, pero no ayuda está aplicación a eso.",5.61,0,"Solo quería transferir para no tener que ir a bancos o tiendas de auto servicio, pero no ayuda está aplicación a eso.",transferencias
71659,2021-09-15 13:21:09,"Es horrible la app la escogí porque no tenía otra a la mano pero es horrible, tienes que ir a suc para todo. No te permite hace transferencias ni recargar",,0,"Es horrible la app la escogí porque no tenía otra a la mano pero es horrible, tienes que ir a suc para todo. No te permite hace transferencias ni recargar",transferencias
71663,2021-09-15 13:27:37,Muy práctica y más amigable ahora al momento de realizar transferencias bancarias y restablecimiento de contraseñas.,5.61,0,Muy práctica y más amigable ahora al momento de realizar transferencias bancarias y restablecimiento de contraseñas.,transferencias
71682,2021-09-15 08:57:01,"Me gusta la opción de ""Mis metas"" ya que me motiva a ahorrar, pero no me gusta que para todo tengo que sacar un nip, si quiero transferir no puedo si no tengo el nip",5.61,0,"Me gusta la opción de ""Mis metas"" ya que me motiva a ahorrar, pero no me gusta que para todo tengo que sacar un nip, si quiero transferir no puedo si no tengo el nip",transferencias
71688,2021-09-15 09:19:55,En lo particular es complicado para hacer transferencias por el súper token,5.61,0,En lo particular es complicado para hacer transferencias por el súper token,transferencias
71690,2021-09-15 09:21:24,"Tengo días intentando transferir, sigo instrucciones y me rechaza la operación. Es compleja.",5.61,0,"Tengo días intentando transferir, sigo instrucciones y me rechaza la operación. Es compleja.",transferencias
71701,2021-09-15 06:39:58,"No se pueden hacer bien transferencias, y sería muy padre si dejara ver los movimientos de mi cuenta en forma de historia (diferentes meses) porque te deja ver solo de un mes",5.61,0,"No se pueden hacer bien transferencias, y sería muy padre si dejara ver los movimientos de mi cuenta en forma de historia (diferentes meses) porque te deja ver solo de un mes",transferencias
71705,2021-09-15 07:28:13,Más o menos pudes transferir pero deja mucho que desaear,5.61,0,Más o menos pudes transferir pero deja mucho que desaear,transferencias
71713,2021-09-15 08:04:29,Es muy buena pero en transferencia un poco lento,5.61,0,Es muy buena pero en transferencia un poco lento,transferencias
71728,2021-09-15 10:43:57,"No deja obtener el token para transferencias, sale uno y otro error.",5.61,0,"No deja obtener el token para transferencias, sale uno y otro error.",transferencias
71745,2021-09-15 09:54:14,Me gustaría hacer transferencias y utilizar todas los servicios ayuda por favor,5.61,0,Me gustaría hacer transferencias y utilizar todas los servicios ayuda por favor,transferencias
71766,2021-09-14 17:23:36,"No me deja hacer transferencias, solo dice que intente más tarde.",5.61,0,"No me deja hacer transferencias, solo dice que intente más tarde.",transferencias
71770,2021-09-13 22:58:53,"No pongo calificación no es buena, ya que para todo te piden token y para eso tienes que ir al banco, se supone que una aplicación es para que no pises el banco, que chafas, para transferencias te pide token",5.61,0,"No pongo calificación no es buena, ya que para todo te piden token y para eso tienes que ir al banco, se supone que una aplicación es para que no pises el banco, que chafas, para transferencias te pide token",transferencias
71771,2021-09-13 23:00:17,Buena aplicación para hacer transferencia.,5.61,0,Buena aplicación para hacer transferencia.,transferencias
71776,2021-09-13 23:12:51,"No deja ver movimientos, cuando esta haciendo transferencias solo deja menos de 5 minutos y de momento te saca de la app, es muy lenta esta no deja usar todos los iconos esta horrible.",5.61,0,"No deja ver movimientos, cuando esta haciendo transferencias solo deja menos de 5 minutos y de momento te saca de la app, es muy lenta esta no deja usar todos los iconos esta horrible.",transferencias
71806,2021-09-13 22:04:51,Últimamente me tiene muy decepcionado el banco Santander. Me bloquean las transferencias rápidas. Cada semana tengo que reinstalar super toquen .. no dan una respuesta inmediata.. todo tarda de 5 a 10 días. Optaré por cambiar de banca,5.61,0,Últimamente me tiene muy decepcionado el banco Santander. Me bloquean las transferencias rápidas. Cada semana tengo que reinstalar super toquen .. no dan una respuesta inmediata.. todo tarda de 5 a 10 días. Optaré por cambiar de banca,transferencias
71808,2021-09-13 22:24:38,"Me ayuda y me es muy fácil transferir, ver mis movimientos y me avisa cualquier eventualidad.",5.61,0,"Me ayuda y me es muy fácil transferir, ver mis movimientos y me avisa cualquier eventualidad.",transferencias
71834,2021-09-14 08:49:44,No puedo transferir.,5.61,0,No puedo transferir.,transferencias
71852,2021-09-14 05:11:20,El banco a rechazado algunas transferencias,5.61,0,El banco a rechazado algunas transferencias,transferencias
71891,2021-09-13 16:47:31,Falla.mucho y un súper problema para dar de alta a tarjetas o hacer transferencias,5.61,0,Falla.mucho y un súper problema para dar de alta a tarjetas o hacer transferencias,transferencias
71907,2021-09-13 17:33:27,Seguido falla y son un problema las transferencias,5.61,0,Seguido falla y son un problema las transferencias,transferencias
71922,2021-09-13 20:42:36,"Pésimo banco, la aplicación te obliga acudir a sucursal para que te permitan realizar transferencias, si sales de ella, te permite entrar después de 5 minutos",,0,"Pésimo banco, la aplicación te obliga acudir a sucursal para que te permitan realizar transferencias, si sales de ella, te permite entrar después de 5 minutos",transferencias
71937,2021-09-13 19:03:33,"Excelente app, me ha ayudado mucho en el manejo de mis cuentas y transferencias",5.61,0,"Excelente app, me ha ayudado mucho en el manejo de mis cuentas y transferencias",transferencias
71942,2021-09-13 19:10:09,Es buena solo que no me parece que tengan que estar acotando las cuentas a las que les quieres transferir,5.61,0,Es buena solo que no me parece que tengan que estar acotando las cuentas a las que les quieres transferir,transferencias
71955,2021-09-13 19:49:38,"Tarda mucho en entrar, se traba, tarda mucho para dar de alta una cuenta para transferir, en fin de mes se traba.",5.61,0,"Tarda mucho en entrar, se traba, tarda mucho para dar de alta una cuenta para transferir, en fin de mes se traba.",transferencias
71968,2021-09-14 14:17:11,"Se cierra sola y al querer reí gresar no deja, dice que ya hay abierta una cuenta. El problema de los tokens que no deja transferir si no tienes uno y otras cosas que no recuerdo al momento.",5.61,0,"Se cierra sola y al querer reí gresar no deja, dice que ya hay abierta una cuenta. El problema de los tokens que no deja transferir si no tienes uno y otras cosas que no recuerdo al momento.",transferencias
72009,2021-09-14 15:15:48,"Mala para transferencias,no es una aplicación sencilla y tarda en hacer las transferencias,no es sencillo aplicar las alertas",5.61,0,"Mala para transferencias,no es una aplicación sencilla y tarda en hacer las transferencias,no es sencillo aplicar las alertas",transferencias
72011,2021-09-14 16:50:43,No puedo transferir a ninguna cuenta 😞,5.61,0,No puedo transferir a ninguna cuenta 😞,transferencias
72027,2021-09-14 17:05:50,"Excelente nada mas q no puedo hacer transferencia, que porque tengo que ir a la matriz del banco y en otro banco no quieren hacerme ek cambio de mi número celular",5.61,0,"Excelente nada mas q no puedo hacer transferencia, que porque tengo que ir a la matriz del banco y en otro banco no quieren hacerme ek cambio de mi número celular",transferencias
72043,2021-09-14 15:50:28,"Buena banca , solo reinstalarlo cuesta mucho cuando cambias de equipo, y es difícil quitar cuentas en transferencias",5.61,0,"Buena banca , solo reinstalarlo cuesta mucho cuando cambias de equipo, y es difícil quitar cuentas en transferencias",transferencias
72051,2021-09-14 16:12:46,"Esta app es basura , no tengo tiempo de ir a la sucursal a hacer cambios de mis datos personales y por mas rapido lo queria hacer en la app y no a fuerzas tengo que ir , pesimo servicio , muy malo , para que ponen una app si de todas maneras tengo que ir al banco ?? Para eso es la app no ?? Para que sea mas facil una transferencia o pago",5.61,0,"Esta app es basura , no tengo tiempo de ir a la sucursal a hacer cambios de mis datos personales y por mas rapido lo queria hacer en la app y no a fuerzas tengo que ir , pesimo servicio , muy malo , para que ponen una app si de todas maneras tengo que ir al banco ?? Para eso es la app no ?? Para que sea mas facil una transferencia o pago",transferencias
72079,2021-09-14 11:33:03,Buen servicio solo que no puedo hacer transferencias creo que tengo que ir al banco y pues la neta que hueva,5.61,0,Buen servicio solo que no puedo hacer transferencias creo que tengo que ir al banco y pues la neta que hueva,transferencias
72116,2021-09-14 12:41:29,Buena aplicación es muy útil para ver mi estado de cuenta pero no deja hacer transferencias Bancarias cómo otras aplicaciones de Banco segun tengo que ir a una sucursal para activar ese modo de transferencias,5.61,0,Buena aplicación es muy útil para ver mi estado de cuenta pero no deja hacer transferencias Bancarias cómo otras aplicaciones de Banco segun tengo que ir a una sucursal para activar ese modo de transferencias,transferencias
72142,2021-09-14 12:13:06,"la app me pidio que para añadir una nueva tarjeta para transferir tenia que actualizar la app y desde ahi ala hora de querer entrar denuevo se me cierra la app, tienes que dar de alta las tarjetas a las que quieres transferir y el lapso de tiempo es demasiado",5.61,0,"la app me pidio que para añadir una nueva tarjeta para transferir tenia que actualizar la app y desde ahi ala hora de querer entrar denuevo se me cierra la app, tienes que dar de alta las tarjetas a las que quieres transferir y el lapso de tiempo es demasiado",transferencias
72174,2021-09-28 14:05:12,"Excelente aplicación, desde ésta bloqueas, desbloqueas, haces transferencias, pagos de servicios, transf rápidas, retiro sin tarjeta y muchas cosas más, desde el la comodidad de tu hogar.",5.62,0,"Excelente aplicación, desde ésta bloqueas, desbloqueas, haces transferencias, pagos de servicios, transf rápidas, retiro sin tarjeta y muchas cosas más, desde el la comodidad de tu hogar.",transferencias
72181,2021-09-28 11:53:11,La última actualización de la app. Hace que se cierre forzosamente la app sin dejarme hacer nada. Lo peor de todo es que para intentar abrirla de nuevo no me es posible por la espera de 5 minutos. Por favor chequen eso que si es un fastidio en caso de requerirla para transferencias rápidas.,5.62,0,La última actualización de la app. Hace que se cierre forzosamente la app sin dejarme hacer nada. Lo peor de todo es que para intentar abrirla de nuevo no me es posible por la espera de 5 minutos. Por favor chequen eso que si es un fastidio en caso de requerirla para transferencias rápidas.,transferencias
72254,2021-09-28 08:25:31,"Hace días que no tengo la oportunidad de revisar mis saldos o hacer transferencias, de repente me ""saca"" de la aplicación.. debió haber ocurrido algo y sería bueno que lo revisen..",5.62,0,"Hace días que no tengo la oportunidad de revisar mis saldos o hacer transferencias, de repente me ""saca"" de la aplicación.. debió haber ocurrido algo y sería bueno que lo revisen..",transferencias
72261,2021-09-28 08:54:38,"Un asco la aplicación, para todo se tiene que pedir permiso al banco para realizar transferencia y movimientos... No recomiendo ni al banco...",5.62,0,"Un asco la aplicación, para todo se tiene que pedir permiso al banco para realizar transferencia y movimientos... No recomiendo ni al banco...",transferencias
72272,2021-09-28 09:54:30,Funcionaba bien pero ahora se cierra sola al seleccionar hacer transferencias y después detecta que ya hay una conexión y que hay que esperar 5 min arreglen eso que así no se puede hacer nada!!,5.62,0,Funcionaba bien pero ahora se cierra sola al seleccionar hacer transferencias y después detecta que ya hay una conexión y que hay que esperar 5 min arreglen eso que así no se puede hacer nada!!,transferencias
72292,2021-09-28 07:13:50,"Fatal!!!!! Si das de alta a una cuenta para realizar una transferencia, no aparece el banco que asignaste. Con la actualización que realizaron en septiembre 2021 la aplicación se cierra, lo sigo diciendo FATAL",5.62,0,"Fatal!!!!! Si das de alta a una cuenta para realizar una transferencia, no aparece el banco que asignaste. Con la actualización que realizaron en septiembre 2021 la aplicación se cierra, lo sigo diciendo FATAL",transferencias
72297,2021-09-28 07:53:03,"Mala aplicación, se actualizó y no puedes hacer transferencias pues te saca de la app",5.62,0,"Mala aplicación, se actualizó y no puedes hacer transferencias pues te saca de la app",transferencias
72307,2021-09-28 11:17:20,"Tiene todo un menú muy completo,para resolver cantidad de dudas,lo que no me gusta es que no me permite transferir a otros bancos,cuando en una banca electrónica,es lo primero que uno busca.",5.62,0,"Tiene todo un menú muy completo,para resolver cantidad de dudas,lo que no me gusta es que no me permite transferir a otros bancos,cuando en una banca electrónica,es lo primero que uno busca.",transferencias
72312,2021-09-28 10:49:08,"Pesima app, de 10 intentos de transferencia en diferentes dias solo he podido una vez, he querido comprar criptomonedas y no puedo. Intente transferirme a mi otro banco y tampoco se puede, es frustrante, por esta app se me han ido oportunidades valiosas. Estoy muy molesta y posiblemente csncele la cuenta en este banco",5.62,0,"Pesima app, de 10 intentos de transferencia en diferentes dias solo he podido una vez, he querido comprar criptomonedas y no puedo. Intente transferirme a mi otro banco y tampoco se puede, es frustrante, por esta app se me han ido oportunidades valiosas. Estoy muy molesta y posiblemente csncele la cuenta en este banco",transferencias
72367,2021-09-28 23:40:35,Desde la última actualización se cierra al momento de querer ver los movimientos o querer hacer alguna transferencia.,5.62,0,Desde la última actualización se cierra al momento de querer ver los movimientos o querer hacer alguna transferencia.,transferencias
72402,2021-09-29 08:32:12,Desde hace un par de días no permite hacer transferencias a ninguna cuenta.,5.62,0,Desde hace un par de días no permite hacer transferencias a ninguna cuenta.,transferencias
72406,2021-09-29 08:46:27,Me urgia realizar una transferencia y la aplicacion no abria. ...verifiquen sus aplicaciones una empresa asi no debe tener esos errores,5.62,0,Me urgia realizar una transferencia y la aplicacion no abria. ...verifiquen sus aplicaciones una empresa asi no debe tener esos errores,transferencias
72408,2021-09-29 09:02:35,"Una porquería no me deja hacer transferencias y cada 10 minutos me pide autenticacion, es una lastima que mi trabajo me paguen con esta porquería de banco",5.62,0,"Una porquería no me deja hacer transferencias y cada 10 minutos me pide autenticacion, es una lastima que mi trabajo me paguen con esta porquería de banco",transferencias
72424,2021-09-29 00:29:10,Está mejor la de banco Azteca te deja hacer las transferencias rápido y sin tanta pinche,5.62,0,Está mejor la de banco Azteca te deja hacer las transferencias rápido y sin tanta pinche,transferencias
72442,2021-09-29 07:14:12,"Para hacer transferencias y utilizar el token es todo un tema. Acudí a sucursal ya en dos ocasiones y no pudieron darme de alta dicho servicio, eso sin mencionar que parece que a los ejecutivos les.estas pidiendo un favor, sin déspotas y arrogantes. Tienen cupo limitado y si ya no quieren trabajar solo te dicen regrese mañana más temprano. Bueno eso en la sucursal a la que acudo.",5.62,0,"Para hacer transferencias y utilizar el token es todo un tema. Acudí a sucursal ya en dos ocasiones y no pudieron darme de alta dicho servicio, eso sin mencionar que parece que a los ejecutivos les.estas pidiendo un favor, sin déspotas y arrogantes. Tienen cupo limitado y si ya no quieren trabajar solo te dicen regrese mañana más temprano. Bueno eso en la sucursal a la que acudo.",transferencias
72527,2021-09-28 19:27:54,"Se cierra en automático, no deja ver movimientos, ni hacer transferencias porque se cierra al instante, urge arreglarlo...",5.62,0,"Se cierra en automático, no deja ver movimientos, ni hacer transferencias porque se cierra al instante, urge arreglarlo...",transferencias
72532,2021-09-28 19:40:44,"Es horrible, hacer una transferencia es muy complicado, he tenido experiencia con otros bancos y es muy fácil, pero aquí te hacen registrar la cuenta y aunque te aparezca registrada, en la app no se actualiza, no sirve para hacer operaciones rápidas",5.62,0,"Es horrible, hacer una transferencia es muy complicado, he tenido experiencia con otros bancos y es muy fácil, pero aquí te hacen registrar la cuenta y aunque te aparezca registrada, en la app no se actualiza, no sirve para hacer operaciones rápidas",transferencias
72554,2021-09-27 10:50:50,Pésima actualización de Septiembre. Que lo arreglen ya. Desde hace una semana estoy intentando hace una transferencia y se cierra de repente la aplicación. Supuestamente es para hacer más ágil todo y solo lo complican. Terminaré yendo al banco por algo que se puede hacer desde la aplicación.,5.62,0,Pésima actualización de Septiembre. Que lo arreglen ya. Desde hace una semana estoy intentando hace una transferencia y se cierra de repente la aplicación. Supuestamente es para hacer más ágil todo y solo lo complican. Terminaré yendo al banco por algo que se puede hacer desde la aplicación.,transferencias
72583,2021-09-27 09:48:53,"Para consultar movimiento y realizar transferencias tarda en abrir el menú, y muchas veces se cierra la app.",5.62,0,"Para consultar movimiento y realizar transferencias tarda en abrir el menú, y muchas veces se cierra la app.",transferencias
72655,2021-09-26 21:37:17,"Desde la última actualización te saca en cualquier momento de la misma, ni puedes consultar saldo, ni transferencias, ni movimientos.",5.62,0,"Desde la última actualización te saca en cualquier momento de la misma, ni puedes consultar saldo, ni transferencias, ni movimientos.",transferencias
72672,2021-09-26 18:16:22,"No me deja hacer transferencias, me dice que mi ubicación no se encuentra, y tengo la ubicación activada con permisos.",5.62,0,"No me deja hacer transferencias, me dice que mi ubicación no se encuentra, y tengo la ubicación activada con permisos.",transferencias
72707,2021-09-27 06:54:40,Estaría excelente que te dejarán hacer transferencias sin necesidad de activar el token en sucursal,5.62,0,Estaría excelente que te dejarán hacer transferencias sin necesidad de activar el token en sucursal,transferencias
72711,2021-09-26 21:56:41,"Horrible la verdad, me saca de la aplicación, no me caen las transferencias, solucionenlo PARFAVAAAAAR",5.62,0,"Horrible la verdad, me saca de la aplicación, no me caen las transferencias, solucionenlo PARFAVAAAAAR",transferencias
72742,2021-09-27 19:50:02,Se cierra la aplicación de la nada. No puedo realizar transferencias ni ver movimientos. Urge que arreglen esto.,5.62,0,Se cierra la aplicación de la nada. No puedo realizar transferencias ni ver movimientos. Urge que arreglen esto.,transferencias
72747,2021-09-27 20:07:59,No se puede imprimir estados de cuenta .tienes que ir al sucursal para hacer este movimiento .transferir dinero es complicado.en cambio en Bancomer es fácil todo esto.asi que programador hechale ganancia para mejorar,5.62,0,No se puede imprimir estados de cuenta .tienes que ir al sucursal para hacer este movimiento .transferir dinero es complicado.en cambio en Bancomer es fácil todo esto.asi que programador hechale ganancia para mejorar,transferencias
72749,2021-09-27 20:13:25,Qué lata es dar de alta cuentas nuevas pa transferencia y eso de que te pida código de seguridad cada que entras aunque sea con huella digital... mala la app,5.62,0,Qué lata es dar de alta cuentas nuevas pa transferencia y eso de que te pida código de seguridad cada que entras aunque sea con huella digital... mala la app,transferencias
72817,2021-09-27 21:12:09,Es muy buena es muy censilla y fácil de manejar y hacer las transferencias,5.62,0,Es muy buena es muy censilla y fácil de manejar y hacer las transferencias,transferencias
72841,2021-09-27 14:48:56,"Pésima la aplicación, sé cae demasiado la banca y en lo personal, tiene tres semanas que no me deja hacer transferencias.",5.62,0,"Pésima la aplicación, sé cae demasiado la banca y en lo personal, tiene tres semanas que no me deja hacer transferencias.",transferencias
72875,2021-09-27 13:59:52,"La peor aplicación de banco, no te permite hacer varias transferencias en el momento y a cada rato se bloquea",5.62,0,"La peor aplicación de banco, no te permite hacer varias transferencias en el momento y a cada rato se bloquea",transferencias
72925,2021-09-27 16:53:38,"Ha estado fallando estos últimos días, la app se cierra sin razón alguna. Espero pronto puedan repararlo porque no me deja revisar movimientos ni realizar transferencias.",5.62,0,"Ha estado fallando estos últimos días, la app se cierra sin razón alguna. Espero pronto puedan repararlo porque no me deja revisar movimientos ni realizar transferencias.",transferencias
72934,2021-09-30 11:14:42,No puedo hacer transferencias rápidas ni agregar una cuenta me pueden ayudar,5.62,0,No puedo hacer transferencias rápidas ni agregar una cuenta me pueden ayudar,transferencias
72940,2021-09-30 11:24:38,"5 estrellas, solo que a sugerencia de otras aplicaciones de otros bancos, Santander tarda bastante en dar de alta a a cuentas para transferir",5.62,0,"5 estrellas, solo que a sugerencia de otras aplicaciones de otros bancos, Santander tarda bastante en dar de alta a a cuentas para transferir",transferencias
72963,2021-09-30 10:45:39,Pues no me gusta mucho ya que no se puede pagar servicios ni hacer transferencia,5.62,0,Pues no me gusta mucho ya que no se puede pagar servicios ni hacer transferencia,transferencias
72994,2021-09-30 13:02:03,"Excelente. Hoy no tuve ningún problema. Todo rápido y práctico. Sugiero dar de alta una cuenta nueva, un día anterior; para realizar transferencia.",5.62,0,"Excelente. Hoy no tuve ningún problema. Todo rápido y práctico. Sugiero dar de alta una cuenta nueva, un día anterior; para realizar transferencia.",transferencias
72995,2021-09-30 13:02:21,Es muy lenta y poco amigable. Solocota muchos pasos para dar de alta una cuenta nueva para transferencia a otros bancos,5.62,0,Es muy lenta y poco amigable. Solocota muchos pasos para dar de alta una cuenta nueva para transferencia a otros bancos,transferencias
73003,2021-09-30 11:55:36,"Muy mala experiencia con la aplicación, se cierra de la nada y no me permite realizar transferencias... La reinstale como sugieren y ahora debo de ir a sucursal por el Token.",5.62,0,"Muy mala experiencia con la aplicación, se cierra de la nada y no me permite realizar transferencias... La reinstale como sugieren y ahora debo de ir a sucursal por el Token.",transferencias
73017,2021-09-30 12:22:11,"Que esta pasando xon su aplicación, al abrirla se cierra al momento, no permite hacer transferencias. Qué pasa?? La ocupo casi a diario y ahora ya no puedo manejarla....",5.62,0,"Que esta pasando xon su aplicación, al abrirla se cierra al momento, no permite hacer transferencias. Qué pasa?? La ocupo casi a diario y ahora ya no puedo manejarla....",transferencias
73052,2021-09-30 02:23:48,Me agrada mucho la banca móvil hago pagos y transferencias sin ir a alguna sucursal,5.62,0,Me agrada mucho la banca móvil hago pagos y transferencias sin ir a alguna sucursal,transferencias
73084,2021-09-30 10:08:38,"No está dejando hacer transferencias bancarias. Aparecen mensajes de que la ""señal no es óptima para verificar ubicación"" sin embargo, aún cuando compruebo la señal de esta y resulta estar bien sigue sin dejar.",5.62,0,"No está dejando hacer transferencias bancarias. Aparecen mensajes de que la ""señal no es óptima para verificar ubicación"" sin embargo, aún cuando compruebo la señal de esta y resulta estar bien sigue sin dejar.",transferencias
73086,2021-09-30 09:51:45,"Es horrible que para hacer transferencias te soliciten un token dinámico y tengas que ir a la sucursal a qu te lo den, es algo que no te dicen al tramitar tu tarjeta y qué flojera que no se pueda sacar por medio de internet o te lo genere automáticamente como en otros bancos (BBVA) Además, la app se traba muchísimo y no me deja entrar dos veces seguidas, debo esperar 15 minutos para volver a entrar",5.62,0,"Es horrible que para hacer transferencias te soliciten un token dinámico y tengas que ir a la sucursal a qu te lo den, es algo que no te dicen al tramitar tu tarjeta y qué flojera que no se pueda sacar por medio de internet o te lo genere automáticamente como en otros bancos (BBVA) Además, la app se traba muchísimo y no me deja entrar dos veces seguidas, debo esperar 15 minutos para volver a entrar",transferencias
73126,2021-09-30 16:57:27,Esta fallando mucho no puedo hacer transferencia ni ver nada d la app,5.62,0,Esta fallando mucho no puedo hacer transferencia ni ver nada d la app,transferencias
73133,2021-09-30 17:07:45,"Es muy difícil realizar la primera transferencia a diferente banco, te pide diferente nip o código para todo, (tokens) muy molesto",5.62,0,"Es muy difícil realizar la primera transferencia a diferente banco, te pide diferente nip o código para todo, (tokens) muy molesto",transferencias
73178,2021-09-30 18:53:57,"Es una pesima aplicación Cada vez que se hace un movimiento alta de cuentas y transferencias pide validación, se bloquea y tienes que llamar a la línea , es un asco de verdad, funciona a media y es muy poco práctica.",5.62,0,"Es una pesima aplicación Cada vez que se hace un movimiento alta de cuentas y transferencias pide validación, se bloquea y tienes que llamar a la línea , es un asco de verdad, funciona a media y es muy poco práctica.",transferencias
